ObjectID,Site Name,EPA ID,Site ID,Region,Address,State,County,City,ZIP,Latitude,Longitude,Site NPL Status,Ready for Anticipated Use Status,Construction Complete,Site Name Alias,Snapshot,Site Background,In Opportunity Zone,Near Railroad,Near Highway,Near Electric Transmission Line,Population Density,Acres,Is the Site in Reuse?,Reuse Plan Name,Reuse Plan URL,Link to Site Snapshot,Most Recent Reuse-Related Document,Link to Document,x,y
898,LCP CHEMICALS GEORGIA,GAD099303182,0401634,4,4014 ROSS RD,GA,GLYNN,BRUNSWICK,31520,31.189444,-81.508333,Currently on the Final NPL,Does Not Meet the Measure,No,"ALLIED CHEMCIAL CORP, ALLIED CHEMICAL CORP, BRUNSWICK WORKS, BRUNSWICK WORKS ALLIED CHEMICAL, L C P CHEMICALS GEORGIA INC, L C P CHEMICALS & PLASTICS INC., L C P CHEMICALS GEORGIA INC, LCP CHEMICAL IMPOUNDMENTS, LCP CHEMICALS GEORGIA, LCP CHEMICALS GEORGIA","The 813-acre LCP Chemicals Georgia Superfund site is in Brunswick, Georgia. It consists mainly of tidal marshes. Industrial plants were on-site from the early 1920s to 1994. Manufacturing activities, including an oil refinery, a paint manufacturing compa","The 813-acre LCP Chemicals Superfund Georgia Site is located in Brunswick, Georgia. The site includes an area where various industrial facilities operated from the early 1920s to 1994.  Manufacturing activities, including an oil refinery, a paint manufact",Completely Within,Yes - 1/2 mile,Yes - 1 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",752.3302606,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-georgia#lcp,LCP CHEMICALS INC. 2018 Fact Sheet,https://semspub.epa.gov/src/document/HQ/100002075,-9073466.125,3657376.569600001
899,LCP CHEMICALS INC.,NJD079303020,0200455,2,FOOT OF SOUTH WOOD AVENUE,NJ,UNION,LINDEN,07036,40.6075,-74.210278,Currently on the Final NPL,Does Not Meet the Measure,No,"L C P CHEMICALS INC, LCP CHEMICALS INC, LCP CHEMICALS INC, LCP CHEMICALS INC.","The LCP Chemicals, Inc. Superfund site includes a former chemicals manufacturing plant located on approximately 26 acres in an industrial area of Linden, New Jersey, on the Tremley Point peninsula. In the early 1950s, GAF Corporation (“GAF,” then known a","LCP Chemicals, Inc., a division of the Hanlin Group, Inc., purchased the 26-acre chlorine production facility in 1972 from GAF Corporation, which owned and operated the facility since 1942. LCP operated the facility from 1972 through 1985, when it ceased ",Completely Within,Yes - 1/2 mile,Yes - 1 mile,Yes - 1 mile,"Urban Area (50,000+ people)",27.78254176,No,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-new-jersey#lcp,,,-8261050.3586,4954619.250399999
900,LEA AND WEST SECOND STREET,NMN000607057,0607057,6,LEA AND WEST SECOND STREET,NM,CHAVES,ROSWELL,88202,33.394079,-104.529951,Currently on the Final NPL,Does Not Meet the Measure,No,"LEA AND WEST 2ND STREET SITE,, LEA AND WEST 2ND, ROSWELL",,"The Lea and West Second Street Superfund Site is located in the City of Roswell, Chaves County, New Mexico and consists of four Operable Units (OUs), where soil and groundwater have been impacted to varying degrees by chlorinated solvents primarily from d",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",1171.0459207,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-new-mexico#lea,,,-11636220.918,3947728.9416000023
901,LEE ACRES LANDFILL (USDOI),NMD980750020,0600911,6,NEAR FARMINGTON,NM,SAN JUAN,FARMINGTON,87413,36.7111,-108.0921,Currently on the Final NPL,Does Not Meet the Measure (Retracted),Yes,"BLM-LEE ACRES LANDFILL, LEE ACRES LANDFILL (LEE ACRES SUBDIV), LEE ACRES LANDFILL (USDOI), LEE ACRES LANDFILL (USDOI), LEE ACRES LANDFILL (USDOI)",,"The 60-acre Lee Acres Landfill (USDOI) site is a closed landfill near Farmington, New Mexico. The Bureau of Land Management (BLM) manages the site, which consists of solid waste trenches and unlined waste lagoons. At least three of the lagoons may have re",No,No,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",212.9915474,Yes,,,,,,-12032757.5308,4398913.993100002
902,LEE CHEMICAL,MOD980853519,0701378,7,HWY 210 E OF HWY 291,MO,CLAY,LIBERTY,64068,39.201111,-94.3925,Currently on the Final NPL,Does Not Meet the Measure (Retracted),Yes,"LEE CHEMICAL, LIBERTY PUBLIC WATER SUPPLY",,"The Lee Chemical Superfund Site is located in a rural industrial area near the southern edge of Liberty, Clay County, Missouri. The site is located about 0.70 mile east of Missouri Highway 291 and two miles north of the Missouri River in the relatively fl",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1 mile,"Rural (less than 2,500 people)",2.7813067214,No,Situation Assessment,http://semspub.epa.gov/src/document/07/30296069,,,,-10507725.0347,4750520.0757
903,LEE'S LANE LANDFILL,KYD980557052,0402104,4,LEES LN @ OHIO RIV,KY,JEFFERSON,LOUISVILLE,40216,38.191111,-85.883061,Deleted from the Final NPL,Does Not Meet the Measure,Yes,"LEE'S LANE LANDFILL, LEE'S LANE LANDFILL, LEE'S LANE LANDFILL, LEE'S LANE LDFL NORTH SITE, LEE'S LANE LDFL SOUTH SITE, LEES LANE LANDFILL, LEES LANE LDFL, LEES LANE LDFL NORTH SITE, LEES LANE LDFL SOUTH SITE",,"The 112-acre Lee's Lane Landfill Superfund site is in southwest Louisville, Kentucky. Much of the site was used for a quarry in the 1940's and 1950's, and later operated as a landfill through 1975.
EPA placed the site on the Superfund program’s National P",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",129.72668112,Yes,,,,,,-9560458.6183,4606458.676799998
904,LEEDS METAL,MEN000103584,0103584,1,OFF OF BLUE ROCK ROAD,ME,ANDROSCOGGIN,LEEDS,04263,44.237083,-70.08025,Currently on the Final NPL,Does Not Meet the Measure,No,LEEDS METAL,,"The 36-acre Leeds Metal site is located in Leeds, Maine. Operations at the site date back to the mid-to late 1800s. However, little is known about specific site activities before 1969, when the site property was leased to National Metal Converters, Inc. f",No,Yes - 1/2 mile,No,No,"Rural (less than 2,500 people)",89.89750624,No,,,,,,-7801297.7447,5502204.9278
905,LEETOWN PESTICIDE,WVD980693402,0303045,3,ROAD 15/1 MIDDLEWAY AREA,WV,JEFFERSON,LEETOWN,25430,39.3465,-77.9095,Deleted from the Final NPL,Meets the Measure,Yes,"LEETOWN PESTICIDE, LEETOWN PESTICIDE, LEETOWN PESTICIDE, ROBINSON PROPERTY",,"The Leetown Pesticide Site is located in Jefferson County, West Virginia. The site includes three separate parcels: the former Pesticide Pile Area, the former Pesticide Mixing Shed, and the Crimm Orchard Packing Shed. Former site activities included mixin",Completely Within,No,No,No,"Rural (less than 2,500 people)",4.1262976635,No,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-west-virginia#leetown,,,-8672845.868,4771426.959399998
906,LEHIGH ELECTRIC & ENGINEERING CO.,PAD980712731,0301543,3,BRIDGE & HOWARD STS,PA,LACKAWANNA,OLD FORGE,18518,41.357531,-75.740689,Deleted from the Final NPL,Meets the Measure (Formerly Retracted),Yes,"LEHIGH ELEC & ENG CO, LEHIGH ELECTRIC & ENGINEERING CO., LEHIGH ELECTRIC & ENGINEERING CO., LEHIGH ELECTRIC AND ENGINEERING CO.",,"The 5.5-acre Lehigh Electric & Engineering Co. Site is in Old Forge, Lackawanna County, Pennsylvania. The ite was part of a coal processing facility. From the mid-1970s to 1981, an electrical equipment repair and storage yard for about 4,000 transformers ",No,Yes - 1/2 mile,Yes - 1 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",3.7826909971,No,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-pennsylvania#lehigh,,,-8431414.9318,5065221.2993
907,LEHIGH VALLEY RAILROAD,NYD986950251,0203481,2,GULF ROAD,NY,GENESEE,LE ROY,14482,42.992028,-77.933306,Currently on the Final NPL,Does Not Meet the Measure,No,"LEHIGH VALLEY RAILROAD, LEHIGH VALLEY RAILROAD",,"The Lehigh Valley Railroad Derailment site is located in LeRoy, New York. The area is the location of a chemical spill that resulted from a train derailment in 1970. About 1 ton of cyanide crystals and around 30,000 to 35,000 gallons of trichloroethene (T",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",2585.3931001,No,,,,,,-8675495.9398,5310758.505999997
908,LEHILLIER/MANKATO,MND980792469,0503892,5,W. SIBLEY PK & LEHILLIER/SOUTH BEND TWP,MN,BLUE EARTH,LEHILLIER,56001,44.153331,-94.038331,Currently on the Final NPL,Meets the Measure,Yes,"LEHILLIER MANKATO, LEHILLIER MANKATO SITE, LEHILLIER MANKATO SITE, LEHILLIER MANKATO SITE, LEHILLIER/MANKATO, LEHILLIER/MANKATO GROUNDWATER, LEHILLIER/MANKATO SITE","The 198-acre LeHillier/Mankato Superfund site is in Blue Earth County, Minnesota. The northern part of the site is in the city of Mankato. The southern part of the site is in the unincorporated community of LeHillier. From 1925 to 1960, uncontrolled dump","The Lehillier/Mankato site is located in Blue Earth County,
Minnesota. Uncontrolled dumping occurred at the 1,000-acre
site until 1972. In the early 1980s, the Minnesota Pollution Control
Agency (MPCA) sampled domestic wells and confirmed volatile organic",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",389.05686075,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-minnesota#lehillier,,,-10468299.122,5489201.250699997
909,"LEMBERGER LANDFILL, INC.",WID980901243,0505180,5,ROUTE 1 HEMPTON LAKE ROAD,WI,MANITOWOC,WHITELAW,54247,44.173331,-87.841669,Currently on the Final NPL,Meets the Measure,Yes,"LEMBERGER FLY ASH LDFL, LEMBERGER LANDFILL INC, LEMBERGER LANDFILL, INC., LEMBERGER LDFL INC, LEMBERGER LDFL INC, LEMBERGER LDFL INC",,"The 21-acre Lemberger Landfill is located in Manitowoc County, Wisconsin about a quarter-mile from the affiliated Lemberger Transport and Recycling, or LTR, Superfund site. 
The town of Franklin used the landfill as an open dump for about 30 years.  The W",No,No,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",51.627892616,No,,,,,,-9778489.8635,5492304.8532000035
910,LEMBERGER TRANSPORT & RECYCLING,WID056247208,0505040,5,RTE 1 2MI N OF WHITELAW,WI,MANITOWOC,FRANKLIN TOWNSHIP,54247,44.1655,-87.8448,Currently on the Final NPL,Meets the Measure,Yes,"LEMBERGER TRANSPORT & RECYCLING, LEMBERGER TRANSPORT & RECYCLING INC, LEMBERGER TRANSPORT & RECYCLING INC, LEMBERGER TRANSPORT & RECYCLING INC, TRANSPORT RECYCLING INC",,"The 16-acre Lemberger Transport & Recycling, or LTR, site is located in Manitowoc County, Wisconsin, about a quarter-mile from the affiliated Lemberger Landfill Superfund site.
The LTR site operated from 1970 to 1976 under the same license issued for the ",No,No,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",85.167099979,No,,,,,,-9778838.4048,5491089.5123
911,LEMON LANE LANDFILL,IND980794341,0501812,5,LEMON LANE,IN,MONROE,BLOOMINGTON,47401,39.1731,-86.5598,Deleted from the Final NPL,Meets the Measure,Yes,"LEMON LANE LANDFILL, LEMON LANE LDFL, LEMON LANE LDFL, LEMON LANE LDFL",,"The 10-acre Lemon Lane Landfill site is located in Bloomington, Indiana. From about 1933 until 1964, the landfill, which had no bottom liner or runoff controls, accepted both municipal and industrial wastes. From about 1958 until 1964, a large number of e",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",24.1732907,No,,,,,,-9635792.8592,4746497.080200002
912,"LENZ OIL SERVICE, INC.",ILD005451711,0500199,5,RTE 83 & JEANE RD,IL,DUPAGE,LEMONT,60439,41.7068,-87.9422,Currently on the Final NPL,Meets the Measure,Yes,"LENZ OIL SERVICE INC, LENZ OIL SERVICE INC, LENZ OIL SERVICE INC, LENZ OIL SERVICE, INC.",,"Lenz Oil Service, Inc site is a 4-acre former oil and solvent recycling facility located in Lemont, Illinois. From 1961 to 1985 Lenz Oil picked up waste oil and solvents from commercial and industrial businesses in the area and transported the waste to th",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",15.132132186,No,,,,,,-9789680.9232,5117160.189300001
913,"LEONARD CHEMICAL CO., INC.",SCD991279324,0403481,4,5080 CURETON FERRY RD,SC,YORK,ROCK HILL,29704,34.851669,-80.904169,Currently on the Final NPL,Does Not Meet the Measure,No,"LEONARD CHEM CO INC, LEONARD CHEMICAL, LEONARD CHEMICAL CO., INC, LEONARD CHEMICAL CO., INC., LEONARD CHEMICAL CO., INC., LEONARD CHEMICAL COMPANY INC",,"The 7-acre Leonard Chemical Superfund Site is located in a rural area of Rock Hill on Cureton Ferry Road, near Highway 697, approximately one half-mile east of Catawba, York County, South Carolina. A rail line borders the site to the north, industrial lan",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",4.5802511472,No,,,,,,-9006210.8961,4143741.7793999985
914,LETTERKENNY ARMY DEPOT (PDO AREA),PA2210090054,0302458,3,N FRANKLIN ST,PA,FRANKLIN,FRANKLIN COUNTY,17201,40.0075,-77.64,Currently on the Final NPL,Does Not Meet the Measure,No,"LETTERKENNY ARMY DEPOT (PDO AREA), LETTERKENNY ARMY DEPOT (PDO AREA)",,"The Letterkenny Army Depot (PDO Area) site is located five miles north of Chambersburg in Franklin County, Pennsylvania. The U.S. Army established the 19,243-acre facility in 1942 for ammunition storage. In 1947, facility activities expanded to include th",No,Yes - 1/2 mile,No,Yes - 1 mile,"Urban Area (50,000+ people)",1787.6619164,Yes,,,,,,-8642845.2652,4867032.218900003
915,LETTERKENNY ARMY DEPOT (SE AREA),PA6213820503,0302467,3,N FRANKLIN ST EXT,PA,FRANKLIN,CHAMBERSBURG,17201,39.9957,-77.6444,Currently on the Final NPL,Does Not Meet the Measure,No,"LETTERKENNY ARMY DEPOT (LEAD), LETTERKENNY ARMY DEPOT (SE AREA)",,"The Letterkenny Army Depot is located five miles north of Chambersburg in Franklin County, PA. The U.S. Army established the 19,243-acre facility in 1942 for ammunition storage, and since 1947 the facility has been used for military purposes associated wi",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",17357.883736,Yes,,,,,,-8643335.0709,4865317.434900001
916,LEVIATHAN MINE,CAD980673685,0901943,9,LEVIATHAN MINE,CA,ALPINE,MARKLEEVILLE,96120,38.703889,-119.656111,Currently on the Final NPL,Does Not Meet the Measure,No,"LEVIATHAN MINE, LEVIATHAN MINE",,"The Leviathan Mine Superfund Site is a former underground and open-pit mine located high on the eastern slope of the Sierra Nevada in Alpine County, California. Mining activities at the 250-acre site began in the 1860s and continued on and off until the e",Partially Within,No,No,No,"Rural (less than 2,500 people)",339.63117187,No,,,,,,-13320057.3468,4679344.533200003
917,LEWISBURG DUMP,TND980729115,0404006,4,CRUSHER RD,TN,MARSHALL,LEWISBURG,37091,35.481389,-86.784161,Deleted from the Final NPL,Meets the Measure,Yes,"LEWISBURG DUMP, LEWISBURG DUMP",,"The 20-acre Lewisburg Dump Superfund site is located on a tract of farmland, one half-mile north of Lewisburg and 40 miles southeast of Nashville, Tennessee. The site property includes a landfill and an abandoned limestone quarry, which is now a pond. Sit",No,Yes - 1/2 mile,No,No,"Rural (less than 2,500 people)",25.02473742,No,,,,,,-9660768.6114,4229493.949900001
918,LEXINGTON COUNTY LANDFILL AREA,SCD980558043,0403362,4,US 321 1 MILE S OF I-26,SC,LEXINGTON,CAYCE,29033,33.919581,-81.074169,Currently on the Final NPL,Meets the Measure,Yes,"LEXINGTON CNTY LDFL, LEXINGTON COUNTY LANDFILL AREA","The 160-acre Lexington County Landfill Area Superfund site is in Cayce, South Carolina. From the 1940s to 1988, three landfills were on-site. EPA and South Carolina Department of Health and Environmental Control (SCDHEC) found that landfilling activities","The 160-acre Lexington County Landfill Superfund site is 3.5 miles south of Columbia, in Cayce, Lexington County, South Carolina. The site includes three landfill areas.

the 321 Landfill
the Old Cayce Dump
the Bray Park Road Dump.

Highway 321 borders th",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1 mile,"Urban Area (50,000+ people)",154.45504752,Yes,,,,LEXINGTON COUNTY LANDFILL AREA 2014 Economic Case Study,http://semspub.epa.gov/src/document/04/11121289,-9025135.2096,4018008.824000001
919,LI TUNGSTEN CORP.,NYD986882660,0202972,2,GARVIES POINT RD.,NY,NASSAU,GLEN COVE,11542,40.860929,-73.640773,Currently on the Final NPL,Meets the Measure,Yes,"LI TUNGSTEN CORP, LI TUNGSTEN CORP., LI TUNGSTON","The Li Tungsten Corp. Superfund site is in Glen Cove, New York. From 1942 to 1985, a tungsten ore and other metals processing facility was on-site. Its operations contaminated soil, groundwater, sediment and surface water. EPA added the site to the Natio","The LI Tungsten Superfund Site is located in the City of Glen Cove, Nassau County, New York. The Site consists of the former Li Tungsten facility property located at 63 Herbhill Road, certain portions of the nearby Captain’s Cove property that were contam",No,Yes - 1 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",22.70829271,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-new-york#litungsten,LI TUNGSTEN CORP. 2022 Fact Sheet,https://semspub.epa.gov/src/document/HQ/100003130,-8197653.352,4991850.313500002
920,LIBBY ASBESTOS SITE,MT0009083840,0801744,8,512 CALIFORNIA AVENUE,MT,LINCOLN,LIBBY,59923,48.391528,-115.551111,Currently on the Final NPL,Does Not Meet the Measure,No,LIBBY ASBESTOS,,"Gold miners discovered vermiculite in Libby in 1881. In the 1920s, the Zonolite Company formed and began mining the vermiculite. In 1963, W.R. Grace bought the Zonolite mining operations. The mine closed in 1990.
While in operation, the Libby mine may hav",Partially Within,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",77508.75178,Yes,Reuse Planning Summary,https://semspub.epa.gov/src/document/08/100003855,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-montana#libby,LIBBY ASBESTOS SITE 2018 Fact Sheet,https://semspub.epa.gov/src/document/11/197145,-12863090.8371,6172240.082999997
921,LIBBY GROUND WATER CONTAMINATION,MTD980502736,0800412,8,252 Port Blvd.,MT,LINCOLN,LIBBY,59923,48.381158,-115.539627,Currently on the Final NPL,Does Not Meet the Measure,Yes,"LIBBY GROUND WATER CONTAMINATION, LIBBY PESTICIDES, ST. REGIS PAPER",,"The Libby Ground Water Contamination site is located in Libby in Lincoln County, Montana. A lumber and plywood mill operated at the site between 1946 and 1969. Mill operations included treating wood with creosote, pentachlorophenol (commonly referred to a",Partially Within,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",702.84862342,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-montana#libbygw,,,-12861812.4441,6170501.827600002
922,LIBERTY INDUSTRIAL FINISHING,NYD000337295,0201184,2,55 MOTOR PARKWAY,NY,NASSAU,FARMINGDALE,11735,40.72625,-73.448889,Currently on the Final NPL,Meets the Measure,Yes,"FIBERGLASS RESOURCES CORP (NYD045861267), FIBERGLASS RESOURCES CORP(NYD045861267), LIBERTY IND FINISHING, LIBERTY IND FINISHING, LIBERTY INDUSTRIAL FINISHING","The 30-acre Liberty Industrial Finishing Superfund site is in Oyster Bay, New York. Starting in the early 1930s, an aircraft parts manufacturer and a metal-finishing facility were on-site. From 1940 to 1944, the facilities made products for World War II.","The Liberty Industrial Finishing site is located in Oyster Bay, New York. During World War II and the Korean War, industrial operations at the 30-acre site included aircraft parts manufacturing and associated metal finishing processes largely in support o",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",148.53123552,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-new-york#liberty,LIBERTY INDUSTRIAL FINISHING 2019 Fact Sheet,https://semspub.epa.gov/src/document/HQ/403558,-8176292.922800001,4972047.068400003
923,LIGHTMAN DRUM COMPANY,NJD014743678,0200280,2,ROUTE 73,NJ,CAMDEN,WINSLOW TOWNSHIP,08009,39.729722,-74.905917,Currently on the Final NPL,Does Not Meet the Measure,Yes,"LIGHTMAN DRUM CO, LIGHTMAN DRUM COMPANY, LIGHTMAN DRUM COMPANY","The 15-acre Lightman Drum Company Superfund site is in Winslow Township, New Jersey. In 1974, the Lightman Drum Company opened an industrial waste hauling and recycling facility on-site. Investigations in the 1980s found that site activities contaminated","The Lightman Drum Company site covers about 15 acres along Route 73 in Winslow Township, Camden County, New Jersey. The Lightman Drum Company operated an industrial waste hauling and drum reclamation business at the site from 1974 to 1979. The company sto",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",73.75,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-new-jersey#lightman,,,-8338488.537799999,4826743.599600002
924,LIMESTONE ROAD,MDD980691588,0300292,3,LIMESTONE RD OFF RTE 51,MD,ALLEGANY,CUMBERLAND,21502,39.626389,-78.722219,Currently on the Final NPL,Meets the Measure,Yes,"CUMBERLAND CEMENT & SUPPLY, DIGGS SANITATION, LIMESTONE ROAD, LIMESTONE ROAD SITE",,"The Limestone Road site is located in Cumberland in Allegany County, Maryland and includes two landfills on opposite sides of Limestone Road. During the 1960s through the 1980s, both landfills received commercial, residential, and demolition waste; and wa",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",232.78159785,No,,,,,,-8763317.3332,4811797.7566
925,LINCOLN PARK,COD042167858,0800115,8,2 MI S OF CANON CY,CO,FREMONT,CANON CITY,81212,38.405864,-105.219379,Currently on the Final NPL,Does Not Meet the Measure,No,"COTTER CORP, LINCOLN PARK, LINCOLN PARK/COTTER, URANIUM MILL",,"The Lincoln Park site is located south of Cañon City in Fremont County, Colorado. The site includes the Cotter Corporation’s (Cotter) 2,600-acre uranium mill and areas of mill-associated contamination, including the Lincoln Park community near the mill.
D",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",3979.9912148,Yes,Reuse Assessment,http://semspub.epa.gov/src/document/08/1771200,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-colorado#lincoln,,,-11712967.6919,4636920.511
926,LINDANE DUMP,PAD980712798,0301544,3,RTE 28 & SPRING HILL ROAD,PA,ALLEGHENY,HARRISON TOWNSHIP,15065,40.6257,-79.7155,Currently on the Final NPL,Meets the Measure,Yes,"ALSCO COMMUNITY PARK, LINDANE DUMP, LINDANE DUMP, NATRONA ALSCO COMMUNITY PARK *, PENNWALT LINDANE DUMP","The Lindane Dump Superfund site is in Harrison Township, Pennsylvania. It includes two areas: a 14.5-acre park property and a 47.5-acre area that includes a closed landfill area. From 1850 to 1986, companies used the area for waste disposal. Wastes inclu","The Lindane Dump Superfund Site is located in Harrison Township in Allegheny County, Pennsylvania. The area consists of a 14-acre park and a 47.5-acre lower project zone that includes a closed landfill area. From 1850 until 1986, several companies used th",Partially Within,Yes - 1/2 mile,No,Yes - 1 mile,"Urban Area (50,000+ people)",37.615745028,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-pennsylvania#lindane,,,-8873888.8683,4957288.280599996
927,LINDSAY MANUFACTURING CO.,NED068645696,0701913,7,HWY 91,NE,PLATTE,LINDSAY,68644,41.701669,-97.69,Currently on the Final NPL,Does Not Meet the Measure,Yes,"LINDSAY MANUFACTURING CO, LINDSAY MANUFACTURING CO., LINDSAY MANUFACTURING COMPANY, LINDSAY MANUFACTURING COMPANY - OU#2, LINDSEY LINDSAY MANUFACTURING CO",,"The Lindsay Manufacturing Company site is located in Lindsay, Nebraska. Lindsay Manufacturing Company generated sulfuric acid waste from a galvanizing process at its plant. The wastes were discharged into an unlined pond for 10 years. Use of the pond ceas",No,No,No,No,"Rural (less than 2,500 people)",746.4677881,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-nebraska#lindsay,LINDSAY MANUFACTURING CO. 2017 Economic Case Study,https://semspub.epa.gov/src/document/HQ/100000769,-10874801.0556,5116395.136200003
928,LINEMASTER SWITCH CORP.,CTD001153923,0100041,1,29 PLAINE HILL ROAD,CT,WINDHAM,WOODSTOCK,06281,41.940561,-71.966939,Currently on the Final NPL,Does Not Meet the Measure (Retracted),Yes,"LINEMASTER SWITCH CORP, LINEMASTER SWITCH CORP, LINEMASTER SWITCH CORP.","The 45-acre Linemaster Switch Corp. Superfund site is in Woodstock, Connecticut. Electrical and pneumatic foot switch and wiring harness manufacturing has occurred on-site since 1952. These operations use chemicals, paint and thinners. Past practices res","The 45-acre Linemaster Switch Corp. site is located in Woodstock, Connecticut. A facility on site has made electrical and pneumatic foot switches and wiring harnesses since 1952. Operations used paint thinner, TCE and other VOCs for spray painting and vap",No,No,No,No,"Rural (less than 2,500 people)",177.29320106,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-connecticut#linemaster,,,-8011323.0034,5152079.9243
929,LIPARI LANDFILL,NJD980505416,0200557,2,RT 322,NJ,GLOUCESTER,MANTUA TOWNSHIP,08071,39.720281,-75.141939,Currently on the Final NPL,Meets the Measure,Yes,"LIPARI LANDFILL, LIPARI LANDFILL, LIPARI LANDFILL NICK, LIPARI LF NICK","The 16-acre Lipari Landfill Superfund site is in Gloucester County, New Jersey. From 1958 to 1971, a landfill was on-site. It accepted industrial wastes and emitted vapors that caught fire on several occasions. After its closure in 1971, the landfill con","The 16-acre Lipari Landfill site includes a 6-acre inactive landfill that, between 1958 and 1971, accepted household waste, liquid and semi-solid chemical wastes, and other industrial materials. These wastes were disposed of in trenches originally excavat",No,Yes - 1 mile,Yes - 1/2 mile,No,"Urban Area (50,000+ people)",43.57465903,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-new-jersey#lipari,LIPARI LANDFILL 2020 Economic Case Study,https://semspub.epa.gov/src/document/HQ/100002681,-8364762.386700001,4825377.146700002
930,"LIQUID DISPOSAL, INC.",MID067340711,0502593,5,3901 HAMLIN ROAD,MI,MACOMB,UTICA,48317,42.652781,-83.073611,Currently on the Final NPL,Does Not Meet the Measure (Retracted),Yes,"LDI, LIQUID DISPOSAL INC, LIQUID DISPOSAL INC, LIQUID DISPOSAL INC, LIQUID DISPOSAL, INC., LIQUID WASTE DISPOSAL INC",,"The 7-acre Liquid Disposal, Inc. (LDI) site is located in Shelby Township, Michigan. LDI was a commercial liquid waste incineration facility that accepted wastes from major automobile manufacturers, chemical companies and other industries around the state",No,Yes - 1 mile,No,Yes - 1 mile,"Urban Area (50,000+ people)",12.011566455,No,,,,,,-9247712.0749,5259270.025600001
931,LIQUID GOLD OIL CORP.,CAT000646208,0902660,9,HOFFMAN BLVD & S 47TH ST,CA,CONTRA COSTA,RICHMOND,94804,37.908333,-122.325,Deleted from the Final NPL,Does Not Meet the Measure,Yes,"LIQUID GOLD OIL CORP, LIQUID GOLD OIL CORP (RICHMOND), LIQUID GOLD OIL CORP.",,"The Liquid Gold Oil Corp. site is located in Richmond, California. The 18-acre area is part of a 29-acre property owned by Southern Pacific Transportation (SPT). SPT leased the area to Liquid Gold Oil Corporation, a waste oil storage and transfer facility",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1 mile,"Urban Area (50,000+ people)",35.302619513,No,,,,,,-13617156.7113,4566484.421099998
